map,placement_index,canonical_object_id,object_name,unique_id,x,y,z,load_flags,bound,load_radius,unload_radius,camera_authored,classification,note,commands,raw_tail
cloudrace,174,0x0492,checkpoint4,0x00030C69,-1610.640625,1333.505249,1590.218750,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C68FFFFFFFF00030C6AFFFFFFFF003F460000C0EA1640000000000000000000000000320000
cloudrace,175,0x0492,checkpoint4,0x00030C6A,-2084.218750,1302.249146,1525.359375,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C69FFFFFFFF00030C78FFFFFFFF002A6A0000C0EA1640000000000000000000000000000000
cloudrace,176,0x0492,checkpoint4,0x00030C78,-2358.335938,1320.985352,1072.332031,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C6AFFFFFFFF00030C79FFFFFFFF000E3C0000C0EA1640000000000000000000000000320000
cloudrace,177,0x0492,checkpoint4,0x00030C79,-2290.269043,1299.818115,705.224609,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C78FFFFFFFF00030C7AFFFFFFFF0000310000C0EA1640000000000000000000000000320000
cloudrace,178,0x0492,checkpoint4,0x00030C7A,-1913.861328,1214.583374,340.507812,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C79FFFFFFFF00030C7BFFFFFFFF00C65B0000C0EA1640000000000000000000000000FF3100
cloudrace,179,0x0492,checkpoint4,0x00030C7B,-1604.867188,1102.823608,516.101562,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C7AFFFFFFFF00030C7CFFFFFFFF007F710000C0EA16400000000000000000000000008D0000
cloudrace,180,0x0492,checkpoint4,0x00030C7C,-1796.408203,1047.634766,861.630859,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C7BFFFFFFFF00030C7DFFFFFFFF004C3A0000C0EA1640000000000000000000000000B1BF00
cloudrace,181,0x0492,checkpoint4,0x00030C7D,-2045.492188,1062.474365,860.078125,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C7CFFFFFFFF00030C7EFFFFFFFF002A550000C0EA1640000000000000000000000000639B00
cloudrace,182,0x0492,checkpoint4,0x00030C7E,-2238.666504,1072.553833,551.581055,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C7DFFFFFFFF00030C7FFFFFFFFF0007560000C0EA1640000000000000000000000000FF7F00
cloudrace,183,0x0492,checkpoint4,0x00030C7F,-2596.714355,1115.937500,221.636719,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C7EFFFFFFFF00030C80FFFFFFFF00384D0000C0EA1640000000000000000000000000320000
cloudrace,184,0x0492,checkpoint4,0x00030C80,-2972.551270,1175.836914,297.693359,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C7FFFFFFFFF00030C81FFFFFFFF00602B0000C0EA1640000000000000000000000000FFE900
cloudrace,185,0x0492,checkpoint4,0x00030C81,-3027.585205,1276.864746,979.063477,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C80FFFFFFFF00030C82FFFFFFFF007F3B0000C0EA1640000000000000000000000000320000
cloudrace,186,0x0492,checkpoint4,0x00030C82,-3024.669922,1411.387085,1763.149414,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C81FFFFFFFF00030C83FFFFFFFF00A2500000C0EA1640000000000000000000000000FF3F00
cloudrace,187,0x0492,checkpoint4,0x00030C83,-2721.400146,1377.438477,1704.527344,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C82FFFFFFFF00030C84FFFFFFFF00ED480000C0EA1640000000000000000000000000FF6300
cloudrace,188,0x0492,checkpoint4,0x00030C84,-2734.767334,1448.447266,866.767578,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C83FFFFFFFF00030C85FFFFFFFF00003F0000C0EA1640000000000000000000000000320000
cloudrace,189,0x0492,checkpoint4,0x00030C85,-2745.347656,1469.893066,485.615234,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C84FFFFFFFF00030C86FFFFFFFF00005C0000C0EA1640000000000000000000000000320000
cloudrace,190,0x0492,checkpoint4,0x00030C86,-2734.812500,1346.055542,18.484375,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C85FFFFFFFF00030C87FFFFFFFF0000530000C0EA1640000000000000000000000000320000
cloudrace,191,0x0492,checkpoint4,0x00030C87,-2818.115234,1273.580444,-836.652344,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C86FFFFFFFF00030C88FFFFFFFF00E95D0000C0EA1640000000000000000000000000BF5C00
cloudrace,192,0x0492,checkpoint4,0x00030C88,-2285.001709,1210.120605,-885.629883,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C87FFFFFFFF00030C89FFFFFFFF009B780000C0EA1640000000000000000000000000FF0E00
cloudrace,193,0x0492,checkpoint4,0x00030C89,-2022.848633,1239.799805,-377.231445,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C88FFFFFFFF00030C8AFFFFFFFF00BF490000C0EA1640000000000000000000000000AA4D00
cloudrace,194,0x0492,checkpoint4,0x00030C8A,-1704.672852,1262.603027,-565.065430,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C89FFFFFFFF00030C8BFFFFFFFF00E84E0000C0EA1640000000000000000000000000FF7F00
cloudrace,195,0x0492,checkpoint4,0x00030C8B,-1491.202393,1291.839844,-841.322266,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C8AFFFFFFFF00030C8CFFFFFFFF00CF250000C0EA1640000000000000000000000000000000
cloudrace,196,0x0492,checkpoint4,0x00030C8C,-1056.878906,1308.608154,-917.945312,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C8BFFFFFFFF00030C8DFFFFFFFF009F7F0000C0EA1640000000000000000000000000FF1500
cloudrace,197,0x0492,checkpoint4,0x00030C8D,-962.344849,1365.038208,39.494141,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030C8CFFFFFFFF00030C60FFFFFFFF00865C0000C0EA1640000000000000000000000000320000
cloudtreasure,0,0x0493,setuppoint,0x00000AE4,178.000000,1835.000000,722.000000,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000100FF00000000
dbshrine,0,0x0493,setuppoint,0x000019BC,2286.238281,42.000000,-783.814453,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0000004000000000
dbshrine,2,0x0493,setuppoint,0x000019FE,871.183594,42.000000,-807.396484,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001004000000000
dbshrine,20,0x048B,ExplodeWall,0x00049C92,639.351562,42.000000,-658.439453,0x08,255,2040,2080,1,unclassified,Needs class-source review.,,0500000000000000FFCE000A000000000000000001F4000000000000000000000078000000140B1A0B19000000000000
dbshrine,21,0x0310,CNThitObjec,0x00049C96,641.420898,74.915390,-646.731445,0x08,255,2040,2080,1,unclassified,Needs class-source review.,,0101000100690B1900950000
dbshrine,22,0x04BC,HitAnimator,0x00049C97,663.125977,94.522728,-647.934570,0x08,255,2040,2080,1,unclassified,Needs class-source review.,,0B19000107000000
dbshrine,23,0x04BC,HitAnimator,0x00049C98,617.168945,94.418983,-645.959961,0x08,255,2040,2080,1,unclassified,Needs class-source review.,,0B19000107000000
dbshrine,54,0x059C,CmbSrc,0x0004BE76,2481.933594,-181.972107,-722.082031,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,55,0x059C,CmbSrc,0x0004C3DD,2637.662109,-181.533432,-877.000000,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,56,0x059C,CmbSrc,0x0004C3DF,2107.888672,159.828110,-554.032227,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,57,0x059C,CmbSrc,0x0004C3E0,2371.519531,159.655838,-556.164062,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,58,0x059C,CmbSrc,0x0004C3E1,2107.935547,159.655838,127.870117,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,59,0x059C,CmbSrc,0x0004C3E2,2372.074219,159.655838,124.127930,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,60,0x059C,CmbSrc,0x0004C3E3,1843.136719,159.723190,348.372070,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,61,0x059C,CmbSrc,0x0004C3E4,1844.164062,159.723190,612.496094,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,62,0x059C,CmbSrc,0x0004C3E5,1003.385742,159.350540,348.599609,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,63,0x059C,CmbSrc,0x0004C3E6,1004.956055,159.350540,612.172852,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,64,0x059C,CmbSrc,0x0004C3E7,771.209961,159.350540,124.197266,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,65,0x059C,CmbSrc,0x0004C3E8,508.865234,159.350540,125.498047,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,66,0x059C,CmbSrc,0x0004C3E9,770.781250,159.350540,-275.469727,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,67,0x059C,CmbSrc,0x0004C3EA,508.463867,159.400528,-276.229492,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F000000FFFF64000FD6000000000000
dbshrine,72,0x059C,CmbSrc,0x0004C3EF,721.796875,63.433300,-887.081055,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000003000100003ECCCCCDFFFF64001E16000000000000
dbshrine,73,0x059C,CmbSrc,0x0004C3F0,558.397461,63.124973,-887.910156,0x08,127,1016,1056,1,render_fx,Primarily presentation or ambient effects.,,00000003000100003ECCCCCDFFFF64001E16000000000000
dbshrine,76,0x05A0,DustMoteSou,0x0004C3F3,640.473633,208.466858,-1087.770508,0x08,100,800,840,1,render_fx,Primarily presentation or ambient effects.,,00000001010100003F800000FFFF2878C850010000000000
dbshrine,77,0x059C,CmbSrc,0x0004C42A,250.974609,153.092194,-904.258789,0x08,167,1336,1376,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F2147AEFFFF8C000FD6000000000000
dbshrine,78,0x059C,CmbSrc,0x0004C42B,251.418945,153.092194,-1160.032227,0x08,167,1336,1376,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F266666FFFF8C000FD6000000000000
dbshrine,79,0x059C,CmbSrc,0x0004C42C,250.813477,153.229584,-1421.278320,0x08,167,1336,1376,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F1EB852FFFF8C000FD6000000000000
dbshrine,80,0x059C,CmbSrc,0x0004C42D,1028.886719,152.787766,-1421.130859,0x08,167,1336,1376,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F266666FFFF8C000FD6000000000000
dbshrine,81,0x059C,CmbSrc,0x0004C42E,1028.746094,152.787766,-1159.292969,0x08,167,1336,1376,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F266666FFFF8C000FD6000000000000
dbshrine,82,0x059C,CmbSrc,0x0004C42F,1029.697266,152.826370,-904.676758,0x08,167,1336,1376,1,render_fx,Primarily presentation or ambient effects.,,00000005000100003F266666FFFF8C000FD6000000000000
dbshrine,84,0x05A2,FireWorkSou,0x0004C491,737.322266,42.000000,-1190.110352,0x08,180,1440,1480,1,unclassified,Needs class-source review.,,00000002010100003F4000000E513C3C1E00000000000000
dbshrine,85,0x05A2,FireWorkSou,0x0004C493,641.417969,42.000000,-1216.418945,0x08,180,1440,1480,1,unclassified,Needs class-source review.,,00000002010100003F4000000E513C3C1E00000000000000
dbshrine,86,0x05A2,FireWorkSou,0x0004C494,542.437500,42.000000,-1190.100586,0x08,180,1440,1480,1,unclassified,Needs class-source review.,,00000002010100003F4000000E513C3C1E00000000000000
dbshrine,87,0x05A2,FireWorkSou,0x0004C495,550.889648,42.000000,-1031.905273,0x08,180,1440,1480,1,unclassified,Needs class-source review.,,00000002010100003F4000000E513C3C1E00000000000000
dbshrine,88,0x05A2,FireWorkSou,0x0004C496,639.828125,42.000000,-948.884766,0x08,180,1440,1480,1,unclassified,Needs class-source review.,,00000002010100003F4000000E513C3C1E00000000000000
dbshrine,89,0x05A2,FireWorkSou,0x0004C497,729.387695,42.000000,-1030.001953,0x08,180,1440,1480,1,unclassified,Needs class-source review.,,00000002010100003F4000000E513C3C1E00000000000000
dbshrine,90,0x05A0,DustMoteSou,0x0004C498,639.550781,77.150253,-1085.791992,0x08,100,800,840,1,render_fx,Primarily presentation or ambient effects.,,00000006050200003F8000000E51A0A03250010000000000
dbshrine,97,0x0491,curve,0x0003248A,291.187500,211.784241,-1002.913086,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,01080002FFFFFFFF0003248FFFFFFFFFFFFFFFFF00003200000100000000000000003C01
dbshrine,98,0x0491,curve,0x0003248B,637.431641,265.241425,-819.530273,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,011A0001FFFFFFFF0003248CFFFFFFFFFFFFFFFF00003200000100000000238E00003C01
dbshrine,99,0x0491,curve,0x0003248C,962.792969,230.307892,-893.608398,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,010800010003248B0003248EFFFFFFFFFFFFFFFF000032000001000000001C7100003C01
dbshrine,100,0x0491,curve,0x0003248E,905.761719,36.718838,-1261.342773,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,010800010003248C0003248FFFFFFFFFFFFFFFFF00003200000100000000000000003C01
dbshrine,101,0x0491,curve,0x0003248F,595.910156,205.514053,-1450.816406,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,010800010003248E0003248AFFFFFFFFFFFFFFFF00003200000100000000155500003C01
dbshrine,102,0x0491,curve,0x00032491,621.898438,42.000000,-1257.514648,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,010900010003249000032492FFFFFFFFFFFFFFFFC300500000010000425F416E
dbshrine,103,0x0491,curve,0x00032492,480.813477,42.000000,-1088.829102,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0109000100032491FFFFFFFFFFFFFFFFFFFFFFFFFF00B10000010000425F416E
dbshrine,104,0x0491,curve,0x00032493,639.988281,42.000000,-920.483398,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,011B0001FFFFFFFF00032494FFFFFFFFFFFFFFFF3100300000010000425F416E
dbshrine,105,0x0491,curve,0x00032494,781.016602,42.000000,-1008.633789,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,010900010003249300032490FFFFFFFFFFFFFFFF70006D0000010000425F416E
dbshrine,106,0x0491,curve,0x00047D5C,1822.605469,107.304642,542.078125,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0101000200047D5D00047D62FFFFFFFFFFFFFFFF000000FFFF000000
dbshrine,107,0x0491,curve,0x00047D5D,1543.259766,137.059052,548.680664,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000200047D5E00047D5CFFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,108,0x0491,curve,0x00047D5E,1542.234375,136.559006,415.820312,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000100047D5D00047D5FFFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,109,0x0491,curve,0x00047D61,1009.179688,127.321442,551.125000,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000200047D6700047D66FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,110,0x0491,curve,0x00047D5F,1336.273438,132.198334,411.871094,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000100047D5E00047D66FFFFFFFFFFFFFFFF000000FFFF000000
dbshrine,111,0x0491,curve,0x00047D62,1822.957031,106.346695,545.743164,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000200047D5C00047D69FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,112,0x0491,curve,0x00047D63,1537.613281,134.315048,417.960938,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000200047D6900047D83FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,113,0x0491,curve,0x00047D67,1009.014648,128.571442,544.660156,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0201000200047D8200047D61FFFFFFFFFFFFFFFF000000FFFF000000
dbshrine,114,0x0491,curve,0x00047D66,1338.109375,133.250351,551.226562,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000100047D5F00047D61FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,115,0x0491,curve,0x00047D69,1548.222656,135.974167,548.259766,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000600047D6200047D63FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,116,0x0491,curve,0x00047D82,1333.884766,132.620895,546.251953,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000200047D8300047D67FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,117,0x0491,curve,0x00047D83,1346.031250,133.343857,410.733398,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0001000200047D6300047D82FFFFFFFFFFFFFFFF000000FFFFFFFFFF
dbshrine,118,0x0491,curve,0x0004B3BA,638.630859,42.000000,-345.212891,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004B3BB0004B3BDFFFFFFFFFFFFFFFF3F0040FFFFFFFFFF
dbshrine,119,0x0491,curve,0x0004B3BB,697.458008,42.000000,-221.270508,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3BA0004B3BCFFFFFFFFFFFFFFFF000040FFFF000000
dbshrine,120,0x0491,curve,0x0004B3BC,640.725586,42.000000,-74.041992,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3BB0004B3BDFFFFFFFFFFFFFFFFC70040FFFFFFFFFF
dbshrine,121,0x0491,curve,0x0004B3BD,579.836914,42.000000,-210.013672,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3BC0004B3BAFFFFFFFFFFFFFFFF7E0040FFFFFFFFFF
dbshrine,122,0x0491,curve,0x0004B3DD,2232.414062,181.034622,60.093750,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00240000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000040FFFFFFFFFF
dbshrine,123,0x0491,curve,0x0004B3DE,2233.121094,154.667999,75.079102,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004B3DF0004B3E1FFFFFFFFFFFFFFFF3D0040FFFFFFFFFF
dbshrine,124,0x0491,curve,0x0004B3DF,2269.121094,162.716980,19.496094,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3DE0004B3E0FFFFFFFFFFFFFFFF7F0040FFFFFFFFFF
dbshrine,125,0x0491,curve,0x0004B3E0,2231.667969,103.472153,-72.004883,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3DF0004B3E1FFFFFFFFFFFFFFFFC50040FFFFFFFFFF
dbshrine,126,0x0491,curve,0x0004B3E1,2173.416016,144.188721,11.068359,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3E00004B3DEFFFFFFFFFFFFFFFF000040FFFFFFFFFF
dbshrine,127,0x0491,curve,0x0004B3E2,2232.253906,118.311035,-515.691406,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300020004B3E40004B3E6FFFFFFFFFFFFFFFF3A0040FFFFFFFFFF
dbshrine,128,0x0491,curve,0x0004B3E3,2253.679688,121.622108,-366.190430,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00240000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000040FFFFFFFFFF
dbshrine,129,0x0491,curve,0x0004B3E4,2280.673828,108.738785,-403.133789,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200010004B3E20004B3E5FFFFFFFFFFFFFFFF000040FFFFFFFFFF
dbshrine,130,0x0491,curve,0x0004B3E5,2234.853516,114.612511,-347.475586,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3E40004B3E6FFFFFFFFFFFFFFFFC60040FFFFFFFFFF
dbshrine,131,0x0491,curve,0x0004B3E6,2208.042969,111.527130,-408.815430,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004B3E50004B3E2FFFFFFFFFFFFFFFF8A1540FFFFFFFFFF
dbshrine,132,0x0491,curve,0x00032490,770.501953,42.000000,-1183.888672,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,010900020003249100032494FFFFFFFFFFFFFFFF95006D000001000000000000
dbstepstone,0,0x0493,setuppoint,0x00042682,1.701195,38.623154,4.239441,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0000004000000000
dfpodium,0,0x0493,setuppoint,0x00045687,3.596680,7.000000,28.916504,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000000FF00000000
dfptop,0,0x0493,setuppoint,0x00032F44,810.918701,-1601.000000,390.387207,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0100004000100000
dfptop,1,0x0493,setuppoint,0x0004CEC8,801.467285,-1602.026855,425.852539,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0203004000100000
dfptop,3,0x0495,sideload,0x00032F6F,799.327881,-1642.000000,-529.245117,0x08,100,800,840,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,04E50000
dfptop,4,0x051C,TrigPln,0x0003304A,801.383545,-1643.000000,-1161.802734,0x08,100,800,840,1,persistent_edge,One-way GameBit 0x9D1 plane near the floor-bar/lightning puzzle.,enter set GameBit 0x9D1 [051249D1]; enter no-op 0x0 [05000000]; exit no-op 0x0 [0A000000]; enter no-op 0x600 [05000600]; enter no-op 0xB01 [05000B01]; exit no-op 0xB01 [0A000B01]; exit no-op 0x600 [0A000600],051249D1050000000A0000000500060005000B010A000B010A0006000000000000001510107F000000000000FFFF0000FFFFFFFFFFFFFFFF
dfptop,5,0x051C,TrigPln,0x00033EFC,807.056885,-1644.355713,-437.882812,0x08,100,800,840,1,persistent_edge,One-way GameBit 0x5E3 plane plus a lighting transition.,enter lighting action 0x217 [050D0217]; exit lighting action 0x216 [0A0D0216]; enter set GameBit 0x5E3 [011245E3],050D02170A0D0216011245E30000000000000000000000000000000000000000000011101040000000000000FFFF0000FFFFFFFFFFFFFFFF
dfptop,6,0x036D,DFP_seqpoin,0x00041075,791.016357,-1643.000000,-551.117188,0x08,170,1360,1400,1,event_abort_retry,Stateful event object; inspect persistent bits and reload behavior.,,00050000000505E5FFFF0000
dfptop,13,0x0493,setuppoint,0x00046989,324.196533,-1578.000000,-966.201172,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0102004000A00000
dfptop,14,0x0493,setuppoint,0x0004698A,825.207764,-1642.000000,-506.413086,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0201004000B00000
dfptop,138,0x028E,WaterFlowWe,0x0004CAAB,583.302734,-1687.000000,-1631.921875,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,139,0x028E,WaterFlowWe,0x0004CAAD,561.566895,-1688.933594,-1700.824219,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,140,0x028E,WaterFlowWe,0x0004CAAE,593.248535,-1688.583496,-1711.897461,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,141,0x028E,WaterFlowWe,0x0004CAAF,620.759766,-1687.000000,-1662.566406,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,142,0x028E,WaterFlowWe,0x0004CAB0,549.359619,-1689.433960,-1761.937500,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,143,0x028E,WaterFlowWe,0x0004CAB1,264.849854,-1687.000000,-1362.585938,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,144,0x028E,WaterFlowWe,0x0004CAB2,299.619141,-1687.000000,-1386.683594,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,145,0x028E,WaterFlowWe,0x0004CAB3,166.901367,-1687.000000,-1375.372070,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,146,0x028E,WaterFlowWe,0x0004CAB4,196.777344,-1687.000000,-1775.225586,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
dfptop,147,0x028E,WaterFlowWe,0x0004CAB5,237.715332,-1687.000000,-1755.200195,0x08,64,512,552,1,render_fx,Primarily presentation or ambient effects.,,0000004100000000
